Study_Hours,Attendance_%,Sleep_Hours,Parental_Education,Internet_Access,Extra_Tuition,Previous_Score,Final_Score
7.689874151805105,98.487589728807,7.596768111845793,Low,Yes,Yes,54.15373516104557,100.0
7.407686177542044,84.25493809533349,8.686940332485594,High,No,No,61.45717760251873,100.0
0.7697990982879299,62.78154449003601,7.251005461990767,High,Yes,No,43.38516027168265,63.40708594226541
2.459577283845081,98.63045105327905,6.958485811531627,Medium,Yes,Yes,79.73632919971855,100.0
1.270605126518848,53.84018870306552,6.775424746511431,Medium,Yes,No,69.22893945385755,77.51041258432662
8.554605840110073,91.07241484292612,5.349103600641071,Medium,Yes,Yes,30.13101096693205,100.0
1.957911347892964,40.38315230301001,5.672556443709661,Low,No,No,70.46353501164086,80.1440240809931
9.860010638228708,47.87469266094325,4.338341809500008,Medium,Yes,No,43.87280710192605,100.0
1.160726405069162,53.21099211698868,7.017438332982274,Low,Yes,No,41.58734741387044,72.34935150110127
8.870864242651173,97.01424122924814,4.356283638826293,High,Yes,Yes,24.92690873672444,100.0
0.4077514155476392,73.98427841781384,5.879441425728847,High,Yes,Yes,77.60961337856617,80.26448132005672
6.957486889846171,82.14789823264624,4.32602295630246,High,Yes,Yes,42.17487794537143,100.0
7.411206492900591,46.08524970695299,5.546863589313911,Low,No,Yes,86.76035400851855,100.0
1.275803027955638,95.85692173041866,6.858861760241611,High,Yes,Yes,78.33584333438381,96.72766439624867
5.163003483011953,63.77452113415953,8.790367400596901,High,Yes,Yes,58.03118180452,100.0
5.026370931051921,75.77619270892319,7.009407948181611,High,Yes,Yes,78.62116093972993,100.0
0.9120610304869037,65.94008806255611,8.68411231016546,Medium,No,No,26.90740656496924,57.14824309879138
1.84854455525527,75.72310103920262,7.543723488714882,Low,Yes,No,26.20505297177531,75.23738760506915
4.008514167636399,64.25912608625752,7.005370834001164,Medium,No,Yes,29.12714800450042,75.34381435496887
5.857755812734633,92.85224555193571,6.10624026647036,Low,No,Yes,94.76819139420165,100.0
7.29606178338064,79.16476647111247,8.613785952566971,High,Yes,Yes,87.19131358944946,100.0
3.581627180328405,65.52960006688451,8.108184488552357,Medium,Yes,No,32.19034906015309,78.51748175034342
9.004180571633304,56.32870823379776,6.561109604063372,Low,Yes,Yes,94.82171166885391,100.0
8.721239089441514,74.70321502038455,5.729387303689287,Low,Yes,No,44.5565719050086,100.0
9.488855372533333,50.5832191903734,7.977249803948646,High,No,Yes,75.04123481019059,100.0
1.705241236872915,67.1463709679616,5.737857621194911,Medium,Yes,No,91.2424751184557,98.78948921932556
7.798755458576238,66.76034637747735,4.060542376174437,High,No,Yes,86.53394879177738,100.0
3.861026378007742,89.07802144714373,6.938846804310991,High,No,Yes,83.1511746130058,100.0
0.4544638034145787,45.27198994869,4.527368499783153,Medium,No,Yes,64.89463305535031,60.45814548028259
8.967884099060118,60.22019058587718,4.554947346067405,Medium,No,Yes,85.54062166407638,100.0
9.041586944937483,50.78098653221452,7.38088781037717,Medium,Yes,Yes,43.93426173653469,100.0
3.509150125520787,99.0386588775897,5.282650312221239,Low,No,Yes,80.91935907427563,100.0
7.030189588951778,94.85792839362995,4.973112559103825,Medium,Yes,No,41.60040094430309,100.0
0.05522117123602399,78.63997259434095,8.340283450537251,Medium,Yes,No,78.65380769478188,90.0903303700515
0.7404465173409036,79.53543651460907,6.014900893825807,Low,No,No,59.26898639160897,80.96676875059924
9.327284833540133,72.85554256922418,4.921124196190131,Low,Yes,Yes,61.28538328272054,100.0
3.456959935039194,69.80601153155015,6.154926102566481,High,Yes,No,39.02095781447812,86.72969876983686
5.833917947661204,81.70867324285562,5.855862117188138,Low,No,Yes,57.08908438403059,100.0
5.015162946871996,65.66638802415174,6.711186027459242,High,No,No,32.84712183662528,81.46002994930174
6.432882184423532,47.73219204840671,6.049524448481441,Low,Yes,No,29.47898168042503,95.05704416504328
5.227328293819941,57.58886381566079,4.129059534747435,High,No,No,33.70042881797511,90.26938244528844
3.220791655831783,45.6340429473651,4.173351333632416,Low,Yes,Yes,91.43114794974827,100.0
9.29529144247826,40.45377249868853,4.657445599489908,Medium,No,No,80.78511629115995,100.0
3.379951568515358,45.36466013873557,8.366614579304038,High,No,No,93.20245239501529,100.0
7.764129607419968,77.25493106604863,4.676770411388428,Low,No,No,66.08643331337234,100.0
0.366832028905979,78.34719626893002,5.486189038543086,Low,Yes,Yes,79.08066412267775,86.11921847916507
5.034172708548569,75.12126186380513,5.461091152309489,Medium,No,Yes,34.76659038317626,94.50207531976905
9.899602323899453,63.92936685381403,5.985075206185958,High,No,Yes,44.36920958049809,100.0
1.392720726633873,53.68478631693595,7.619865277330469,Low,Yes,No,55.47706275072655,70.3057362448188
5.978999788110851,52.30837842892043,4.438213733819193,High,Yes,Yes,47.11560490655289,100.0
1.168980407083641,97.08420053239942,7.180480232047711,Medium,No,No,36.84518300561636,68.27691577093513
2.420552715115004,62.98831169496985,8.007685559414949,High,No,Yes,41.42746955335734,74.16436302642659
6.182180633162611,52.786282241505,6.319662433441681,Medium,No,No,36.92957928793456,98.33227633809184
4.275410183585496,93.78014911126718,4.675831445774114,Medium,Yes,Yes,30.46991505198501,94.86278781365222
8.074401551640625,92.10807855387478,4.711246843435981,Medium,No,Yes,23.30302845413483,100.0
7.712703466859457,82.95833373084386,4.404596415256261,Medium,No,Yes,22.04375089631113,100.0
6.0642905965959,88.39366887168698,5.748516148729248,Medium,Yes,Yes,29.78759480878882,100.0
6.58693631618945,81.84828770015702,6.991126470318694,Low,Yes,No,68.78189366178982,100.0
0.3353243473577938,89.3568591108207,6.885999433672755,Low,No,No,43.79791080653649,58.19352821760506
0.05061583846218687,54.98008053155115,4.870546676670422,Low,No,Yes,74.3174410708962,72.39597212561533
9.053506419560637,70.44806402565017,5.811177208261442,Medium,Yes,Yes,78.30916003867893,100.0
5.495288823237355,78.31155685984513,5.300788954810256,Low,No,Yes,81.77048155986421,100.0
0.26366974497252,78.6146617117915,4.760521416111365,Medium,No,Yes,63.4798374600644,75.20071229051025
3.109823217156622,87.99496512239136,4.662623363709242,High,Yes,No,75.88846215272108,100.0
0.2058449429580245,99.09047193774008,8.40039543780729,Medium,No,Yes,78.81546307739501,87.51923343245726
9.383404568210379,43.61604341737365,8.538055012782774,High,No,Yes,25.09799748645528,100.0
2.89751452913768,75.41769655088846,4.76012426564324,High,No,No,38.73291218348898,70.80285107831676
3.808908566310215,49.5726808067913,6.526033867883191,Low,No,No,24.58285007147242,73.77485314638928
7.222525683930662,78.51829002659596,7.944925799603967,Medium,No,Yes,63.038794848127,100.0
1.608080514174987,69.36549781858844,4.491978248566987,Low,No,No,71.7804291433304,87.95016861292423
7.224521152615053,81.77732655268838,7.282393036657513,Medium,Yes,No,47.30845812578745,100.0
4.089529444142698,45.48921024386529,8.430978902325371,Medium,No,No,21.76493708105741,79.92771509530526
7.506147516408584,58.05781401680898,6.184253513075898,Medium,No,Yes,78.8577261368741,100.0
8.925589984899778,85.81634764958565,8.918394626317067,Medium,Yes,No,58.42252601653104,100.0
7.308674752036443,95.6220726877784,6.055105376327729,High,Yes,Yes,59.14132461184574,100.0
5.487337893665861,53.27256650917613,7.301513598506691,Low,No,Yes,45.54086266099227,97.00432350401117
1.694927466860925,99.87604663200025,8.594632668197772,High,Yes,No,23.79193909696542,77.68393223084294
6.408747448032146,44.40980483980076,8.535975153529149,High,No,No,78.9443957156685,100.0
0.4645041271999772,67.13307645338843,6.251854681290926,Medium,No,Yes,28.76926516440436,46.80666734809093
6.97015740995268,54.32662874609814,4.215868678985059,Low,No,No,36.21878961398967,100.0
2.837759057987244,81.37160506189366,6.587231758775206,Low,Yes,Yes,81.67543335926356,100.0
6.057748193568871,46.39558181847944,8.46261644977423,Low,Yes,Yes,54.07087975923669,100.0
7.699935530986108,53.22917254421052,7.079927251300895,Low,Yes,Yes,26.15177639086031,100.0
6.232981268275579,80.3135646159237,8.878051004299575,Low,No,Yes,30.34139520170078,100.0
7.694929331919369,63.31348607622074,6.410205290560413,Low,No,Yes,92.58520532363637,100.0
5.406351216101065,93.02715309780554,7.804953800140469,Medium,No,Yes,28.79601108503338,99.40864814513884
9.109271844938425,82.84521592794567,8.285896284993765,Low,Yes,Yes,92.49106374140618,100.0
8.938925830509577,90.39167817200322,6.669837362738819,Low,No,No,75.85525458719076,100.0
8.359801205122059,75.57639609050219,6.243053154772713,Medium,Yes,Yes,57.55331943775035,100.0
1.197621318192512,92.08853526265032,8.278480469187697,Low,No,No,34.56221517845617,80.66642664502052
0.9128667678613356,99.82747000946267,6.437855968366922,Medium,No,Yes,89.3190705952337,99.42655266900641
6.918951976926932,99.26008047979883,7.82186331110868,High,Yes,No,80.37227977994408,100.0
9.966368370739055,53.70728447987793,6.798778418191913,High,No,Yes,54.30822919024162,100.0
6.275580800840634,40.58625084515102,8.5461010293078,High,No,No,59.24097912281562,100.0
6.496328990472147,94.92929785528251,7.123317844271319,High,No,Yes,91.11886533425594,100.0
8.661761457749352,95.53411077440657,8.001782539111808,Low,Yes,Yes,42.07000524778358,100.0
9.621725484745419,40.69723239448604,4.259782887771342,Medium,No,Yes,43.06473466178423,100.0
6.364104112637804,41.59193223242918,6.162489391650659,High,Yes,No,40.68180533309609,100.0
5.543540525114007,45.21920559468461,6.941011334741953,Low,No,Yes,34.62567353289619,95.10453280604898
5.868411180208791,92.1342990687231,7.346001314690392,Low,Yes,No,39.35779468703513,100.0
2.473481017431976,80.81369454587748,7.657482451701812,Medium,No,No,30.1516576229963,77.17859014639265
0.2007119777772637,98.19472276643623,7.972891393500952,Low,Yes,Yes,84.1104334099446,99.09899315948834
7.319939418114051,74.57730161000879,5.13328201113494,High,No,No,24.50723077836276,100.0
4.391349085702184,50.88630086173762,4.605125002425965,High,No,No,50.68138614761571,92.71403761382993
2.292513952326415,41.41831516278018,5.531567493891064,High,No,Yes,29.64473644704144,61.64417900534854
1.504168911035282,43.62112503943383,8.412081842036693,High,No,Yes,25.75421201396639,58.08960916612464
1.519026935122944,67.22737248301836,7.324924517379976,Low,No,No,87.12989666384344,89.91149141545755
6.966508238768922,45.13949497578583,7.229111931432421,High,No,Yes,79.3018326425126,100.0
2.322126951468173,97.77561251425479,8.708628558094626,High,No,No,90.39986099700292,100.0
8.660638895004084,89.03786619774962,8.469948550039351,Medium,Yes,Yes,79.25111311699115,100.0
1.733735952947548,74.02097565920008,4.521124014041739,Low,Yes,Yes,24.43293656567409,57.11874350131956
8.773730719279554,65.2814201366242,8.92334869762254,Low,Yes,No,72.03541677255589,100.0
9.208724005318132,96.19634153769769,5.523755476930667,Medium,No,Yes,90.1533620980338,100.0
2.477309895011575,55.58522702561957,4.324267972414842,Low,No,No,79.35976556671392,98.00406963883663
1.732018699100152,80.68096915354381,7.924484885557337,Medium,No,Yes,20.10097032174228,63.96604407812695
3.408035402530178,42.74452202875077,7.756875430145229,Low,Yes,Yes,63.58965677907175,96.29245644803287
1.158690595251297,53.31832971597697,7.474755444512309,Medium,No,Yes,94.20738243347236,91.43921363098792
0.5147875124998935,92.43340465375091,7.801449115610675,Low,No,Yes,39.67572250857093,75.39466311411857
5.031362585800877,82.50177860290208,4.443002148398087,Low,No,Yes,68.91765148493306,100.0
6.28942846779884,77.9573135880369,6.290934433689463,Medium,No,Yes,80.01547607626844,100.0
0.8483771408519192,92.11739007733664,8.25308028920569,Medium,No,No,26.57373771459899,67.56412794118667
2.708322512620742,49.2337543803913,4.744440251662223,Low,No,No,77.60040764849072,100.0
8.09874445854635,72.0161528036127,7.085332580589006,High,No,No,92.12118552846242,100.0
3.37615171403628,71.54141093816115,6.130416919451857,Medium,Yes,No,59.87457678233623,100.0
6.967371653641506,60.51232996232116,8.013216548978551,Medium,Yes,No,29.56142601051847,100.0
2.242693094605598,42.36560868211036,4.104724805154564,Low,Yes,Yes,31.97186760741254,57.20018664524819
5.707783046689119,79.53312821395943,6.172979804293559,Medium,Yes,No,53.83948935880427,100.0
9.218742350231167,51.44126323982,8.684789115155315,Medium,Yes,No,26.91259688543242,100.0
3.924451074226354,50.86896097208082,6.28118254477771,Low,Yes,No,52.55391320607175,83.15874160379809
1.845210193563773,58.96936629860503,7.518429887303979,High,No,No,84.9719326986636,97.90381796597461
4.926180939928696,98.16473934011725,4.165946772812131,High,No,Yes,49.56020350869711,96.07257711813894
5.245113895702547,64.24841929906198,7.261121297727362,Medium,No,Yes,23.52297433236048,91.80223759100906
2.734070719307062,87.38191042854875,4.829774476478925,Low,Yes,Yes,53.90649476085245,92.04802655814294
7.259556788702394,95.03881452773456,7.581616940313411,Medium,No,Yes,42.83693995617131,100.0
4.118409141472686,41.0939549605817,7.511293830158321,Medium,No,No,21.25068601173794,70.89509238642987
1.870437485575234,66.92161735735183,4.980488563691964,Low,Yes,No,61.23981337732986,81.97190611117746
3.88677289689482,86.53165700170064,7.002971666803086,Low,Yes,Yes,72.47789045746072,100.0
1.470734809290379,66.71831530015993,5.396380442272052,Low,No,Yes,43.02292116567637,68.58040487649498
8.952068376871994,70.93576171475502,4.240714179891767,High,No,Yes,60.7248599453952,100.0
7.615106317174723,53.79727635346517,6.826651272858049,Medium,Yes,No,94.16266485418734,100.0
0.8870253375705561,84.18412090393844,4.210123375857027,Medium,Yes,No,34.1962734437007,63.33308446455332
3.742707957561203,86.25531067864313,6.616954556871832,Medium,No,No,86.8488654770224,100.0
0.7276300636419353,91.86149499037822,4.570478924439667,High,Yes,No,26.07789578487926,61.99443051821721
9.666548190436696,41.46404689339228,4.987352449299687,Medium,Yes,Yes,32.25024860667929,100.0
0.7586332810866392,86.40838754119605,8.35602241131526,Low,No,Yes,51.69920253417187,83.190147383545
3.482554670233004,54.25259949543266,5.625520077158495,Medium,No,Yes,55.24365290251965,93.81436980445307
1.195942459383017,83.33601591133956,4.874193136302063,High,Yes,No,61.79829314857314,82.54790104876652
0.8692028808742369,69.83048584050565,4.469286424116781,Medium,No,Yes,94.5936491776445,100.0
1.134735212405891,86.25473222474932,8.508809960677118,Medium,No,Yes,44.32593557712918,83.59575809968665
1.533514031160802,81.54616907946217,5.872764435100606,Medium,Yes,No,67.02263258965374,83.8584543924832
8.76653602658345,69.20013648548218,4.503187392617667,Low,Yes,No,28.73583872550028,100.0
0.3050024993904943,96.56390644810753,4.495890497936079,Medium,Yes,No,30.58306955160133,57.15767763692618
2.376375439923997,49.97700212536476,4.548680993387517,High,Yes,Yes,23.22893020367514,57.67653623783407
9.868869366005173,96.76692772801796,8.087248542455958,High,Yes,No,51.76609369939223,100.0
8.105533307818328,83.89537130531991,7.07649012534901,Low,No,Yes,81.18270534763303,100.0
2.221078104707303,90.09581420795794,7.119479181458193,High,No,No,53.30864348722492,90.31106417984881
2.587799816000169,48.91976366518678,4.445622160580083,Low,No,No,59.23572655228739,77.80296932680434
7.722447692966574,62.39855897678517,5.9031164673829,High,No,Yes,79.51779909041012,100.0
4.254364386164168,62.39510749776041,5.403416077579871,Medium,Yes,No,28.60651995603766,78.43839164966654
6.424192782063156,85.16299837345846,8.66556665671779,High,No,Yes,72.60374641697675,100.0
8.127995672575025,85.66143945657993,8.300698466747175,High,Yes,No,44.0020487421794,100.0
3.117220677955483,54.21223353846892,6.110171300638195,High,Yes,No,58.48813117115269,93.92807437407093
3.232029320207552,56.33843959116214,8.433021076202333,High,Yes,No,40.85746362997673,82.39337651405809
3.308980248526492,41.18263226526185,7.20486038672666,High,Yes,Yes,71.6571905608524,97.47883915670019
8.35302495589238,61.34036298789695,5.6233796344503,Low,Yes,Yes,90.73811172209638,100.0
0.902897700544083,57.32162420624199,4.750243323469921,Low,Yes,No,20.60443275065898,44.99286863769082
5.924145688620425,84.25007488658491,4.483382248233598,High,Yes,No,56.43630716844736,100.0
3.762595855309158,95.2508708689412,6.717691086713231,Medium,No,Yes,84.46672976884527,100.0
6.33101457273268,75.41384001214523,7.401138896041767,High,No,Yes,34.33490663366726,100.0
1.771106794070489,58.91742026983662,5.12307805921926,High,No,No,60.15259558862384,80.43548785534547
5.744731131799119,69.15230555117954,8.118951921106474,High,No,Yes,68.92063331742877,100.0
1.642657979309929,58.67846194936022,5.288036101668609,High,Yes,Yes,67.46019579961302,86.59265675401991
5.187906217433661,41.103440592848,6.248923244106613,Medium,No,Yes,36.27171843979096,83.882672012578
1.017824726204037,99.96482354623998,7.03544789359377,High,Yes,Yes,90.26958977983541,100.0
0.7845638134226596,53.46643431019964,8.383253809141003,Low,Yes,No,53.48314413474115,69.44325339656788
9.624472949421111,56.44331324123236,8.137689477834371,Medium,Yes,Yes,88.04367082673043,100.0
8.911431136980712,42.37712952090143,8.389150390760204,Medium,No,Yes,40.83838724049241,100.0
0.5808361216819946,96.06202088614089,4.338062817961075,Low,No,No,33.28943757583933,66.69501020045294
2.016273200477445,88.1815538699598,7.182006850917035,Low,No,No,62.64141917034591,90.93217837679643
7.94025189270296,52.7226903944936,4.602792082018452,Medium,No,No,23.2486454940734,100.0
8.154614284548341,64.52405026588579,8.029627000588107,Medium,Yes,Yes,38.00530553656749,100.0
6.203095513534647,75.54101971560173,7.744131684816532,Medium,No,Yes,64.45782056526386,100.0
0.85347464993768,61.0075155500038,7.918958922426986,Medium,No,No,22.25159991118039,58.32005634607153
0.368869473545328,40.65974971950883,6.406720758176618,Low,Yes,No,27.1796791058298,57.51084961283382
8.226005606596583,76.46420769273155,8.000354843495797,High,Yes,Yes,27.919365948248,100.0
1.952429877980445,44.61719209775255,8.058848940450687,Low,No,Yes,72.32872306649696,85.35213841178427
6.576128923003433,81.84521603481039,5.028436310977776,High,Yes,Yes,39.83868529916287,100.0
7.771469159274368,87.79223745857058,6.291503207643283,High,Yes,Yes,72.09903296076315,100.0
1.181648276216563,97.77952023153968,4.930507089231386,High,No,No,82.98652641526164,100.0
1.198653673336828,99.06413084221313,6.635207319558258,Medium,No,Yes,76.25213091066433,86.96041077869096
3.189756302937613,72.39912278295134,8.703396225576704,Low,No,No,64.40126320917972,100.0
3.200496010306118,69.31859142427994,5.359748630643155,Medium,No,No,87.70291328340171,100.0
9.699143978146033,92.3070139955321,8.835633076295853,High,Yes,No,57.44772095107439,100.0
6.242379959139921,77.98908253564134,4.050655920138717,Low,No,Yes,43.62578803875684,100.0
4.41530501373377,63.85566387776765,7.654104824903649,Medium,Yes,No,87.40909173030107,100.0
4.951769101112702,79.81224232100263,8.210166471882106,Low,Yes,Yes,63.60628291865154,100.0
3.533522280260528,52.00901465468861,7.964272095169196,High,Yes,Yes,94.74242422167369,100.0
2.287981654916225,55.56540600587755,7.097939774489148,Medium,Yes,No,90.28317086897577,99.43448115212709
3.985047343973735,56.02169621016528,7.943074823362032,Low,Yes,Yes,30.75465275081694,82.64401291545053
0.884925020519195,42.1929800708857,6.769011203561881,Low,No,No,63.88088316546523,73.92785714598206
0.9717649377076854,77.6503277931022,7.642453385808066,High,No,No,69.70972056572913,91.541462938579
5.230978441701488,69.93328920708137,7.860062381549952,High,No,Yes,25.00204110540867,94.2542011205766
3.689136395697724,97.90712178616273,6.34383982732253,Low,No,No,21.57658300446629,88.14184214096775
3.930977246667604,90.67296391210422,8.84244388797192,High,Yes,No,20.72651620557258,81.96314296559584
6.519612595026006,96.64356038119679,5.32523214162502,Low,No,No,23.92934716961459,100.0
3.456672833238632,71.18643691336106,6.8022031549022,High,Yes,Yes,45.6385464123569,89.10257228959439
0.1439348862975587,44.86277295445888,6.803300472080855,High,No,Yes,24.57553572540462,41.17132053629483
4.56069984217036,72.24373617627538,4.876514711788298,High,Yes,Yes,65.28477439468222,100.0
6.939484444671001,53.91682576695852,8.112111868341392,Medium,No,No,73.58105761028733,100.0
8.564898411883222,90.22079970182033,5.103059763556056,High,Yes,No,38.83100777488758,100.0
0.2651131054162181,49.51630631758442,7.212825997675957,High,No,Yes,28.50806128279375,49.19366722933896
7.751328233611146,84.99762822395067,5.515641779726643,Low,Yes,No,78.49912451829083,100.0
7.578461104643691,69.75254410472624,6.807422939797618,High,No,Yes,58.37289368892606,100.0
5.230654247691193,56.35744004401202,7.432949567463034,High,Yes,Yes,20.83089144457323,82.38296324871888
2.524369443440207,92.07509767120132,5.499595557534923,Medium,No,Yes,41.25230516683386,79.10421143476637
5.360963663441204,96.17273477462139,6.6651443362307,Low,No,No,74.92913349481663,100.0
0.4600264202175275,80.99552581957576,7.382339686131811,High,No,No,26.99535850836274,65.65821462581452
0.3594227379674209,68.04409067499219,6.307787372098949,Medium,Yes,No,29.15836369432159,60.17140743094925
4.319450186421157,43.28569832932188,6.788917086850125,Medium,Yes,No,42.1304261948232,91.34461127220156
6.334008543167258,79.40419987247753,7.265813952656416,Medium,Yes,No,80.12632198934787,100.0
9.06472110964547,42.60475197128915,6.968303956042693,Medium,Yes,Yes,34.91105457030523,100.0
0.6355835028602363,46.24651491907443,8.112402818171805,High,Yes,No,87.3307674882294,84.74086178090342
2.713490317738959,67.19733008488166,6.578397138482488,Low,Yes,No,66.27080205383764,96.83064217163745
7.460448792654233,58.62171753541443,8.032018086164197,Medium,Yes,No,70.52763001566174,100.0
0.3734818874921442,78.97879893954212,6.007471579306442,Low,Yes,No,60.91865913440498,80.65882297868751
7.533781852589416,41.95157076947511,7.539175486148843,Medium,No,No,56.6776831480715,100.0
9.246936182785628,46.39589518802631,6.30738732312367,Low,No,No,37.54226986041526,100.0
7.723183917356393,42.40655148474895,8.141246262186092,High,Yes,Yes,72.36488230073749,100.0
6.981617140197452,41.89516868953852,8.575450342035216,High,Yes,No,59.72854745812757,100.0
3.677158030594335,98.26349470992207,7.87316890318894,Medium,No,No,22.69476366394797,96.1592092021952
0.5755876001664428,65.18363901556734,6.093966595370807,High,Yes,No,87.08032914863804,92.68011673408745
8.685991281894603,68.79633008302741,5.293104174440193,Low,Yes,Yes,37.44059987156412,100.0
2.502428981645953,47.77089527696825,6.063109204243119,Medium,Yes,No,29.68808339323328,66.60209540969755
4.196000624277899,62.36131102073884,7.211627629526137,High,No,No,78.56895172895679,100.0
3.706421470668909,90.68699368701326,4.573844359346087,Low,No,Yes,54.78606872957599,96.59971137133535
1.881211597237613,81.36789814823595,6.616648155973706,Medium,Yes,No,25.59788233095716,68.23587906564055
6.90937738102466,75.70467584201529,7.440673530432711,Medium,Yes,Yes,86.32663628418152,100.0
1.120389021680523,88.47075651647552,7.717969580882799,Low,No,No,41.44254003284018,75.49395561267328
5.45616789315935,84.61049537749646,5.91916475966522,High,Yes,No,66.7049211719625,100.0
5.357746840747585,63.35773684251859,6.441205685108891,Low,Yes,Yes,69.35412378959155,100.0
9.636199770892528,92.2059324340558,8.434624501046347,Medium,Yes,Yes,36.63364836442389,100.0
9.872761293149445,44.89779892183537,4.417320424946917,High,Yes,Yes,55.00460703259628,100.0
7.602278598896866,88.7791443229656,6.537059693589044,Low,No,No,67.30380833689469,100.0
7.068573438476172,41.52318133962069,7.950152181535307,Low,No,Yes,30.82319005412023,100.0
3.274973521779146,66.62501315827427,8.97718758095655,Low,No,Yes,40.29649960201975,92.60866125251432
8.955232284962005,86.22444506846759,7.796991312089819,Low,Yes,Yes,82.79472553538815,100.0
